   7040.000      -4.271311      0.4782756    
   7045.000      -4.346515      0.4776594    
   7050.000      -4.427807      0.4770445    
   7055.000      -4.516212      0.4764308    
   7060.000      -4.613067      0.4758182    
   7065.000      -4.720086      0.4752068        
    7070.00     -4.8395730      0.4745966
    7071.00     -4.8652114      0.4744748
    7072.00     -4.8915016      0.4743530
    7073.00     -4.9184854      0.4742312
    7074.00     -4.9462046      0.4741094
    7075.00     -4.9747010      0.4739876
    7076.00     -5.0040147      0.4738660
    7077.00     -5.0341784      0.4737444
    7078.00     -5.0652229      0.4736229
    7079.00     -5.0971792      0.4735013
    7080.00     -5.1300780      0.4733797
    7081.00     -5.1639730      0.4732584
    7082.00     -5.1990082      0.4731370
    7083.00     -5.2353506      0.4730157
    7084.00     -5.2731669      0.4728943
    7085.00     -5.3126240      0.4727730
    7086.00     -5.3538343      0.4726519
    7087.00     -5.3966931      0.4725308
    7088.00     -5.4410412      0.4724097
    7089.00     -5.4867195      0.4722886
    7090.00     -5.5335690      0.4721675
    7091.00     -5.5816952      0.4720466
    7092.00     -5.6322626      0.4719258
    7093.00     -5.6867004      0.4718049
    7094.00     -5.7464378      0.4716841
    7095.00     -5.8129040      0.4715632
    7096.00     -5.8866948      0.4714426
    7097.00     -5.9650728      0.4713219
    7098.00     -6.0444672      0.4712013
    7099.00     -6.1213072      0.4710806
    7100.00     -6.1920220      0.4709600
    7101.00     -6.2566637      0.4708396
    7102.00     -6.3297756      0.4707192
    7103.00     -6.4295240      0.4705988
    7104.00     -6.5740751      0.4704784
    7105.00     -6.7815950      0.4703580
    7106.00     -7.0603312      0.4702378
    7107.00     -7.3788561      0.4701176
    7108.00     -7.6958233      0.4699975
    7109.00     -7.9698864      0.4698773
    7110.00     -8.1596990      0.4697571
    7111.00     -8.2344312      1.1658281
    7112.00     -8.2053189      1.8618991
    7113.00     -8.0941145      2.5579700
    7114.00     -7.9225704      3.2540410
    7115.00     -7.7124390      3.9501120
    7116.00     -7.4836483      3.9489736
    7117.00     -7.2488290      3.9478352
    7118.00     -7.0187876      3.9466968
    7119.00     -6.8043304      3.9455584
    7120.00     -6.6162640      3.9444200
    7121.00     -6.4623591      3.9432854
    7122.00     -6.3382444      3.9421508
    7123.00     -6.2365129      3.9410162
    7124.00     -6.1497577      3.9398816
    7125.00     -6.0705720      3.9387470
    7126.00     -5.9929419      3.9376160
    7127.00     -5.9164263      3.9364850
    7128.00     -5.8419773      3.9353540
    7129.00     -5.7705469      3.9342230
    7130.00     -5.7030870      3.9330920
    7131.00     -5.6402815      3.9319650
    7132.00     -5.5817411      3.9308380
    7133.00     -5.5268083      3.9297110
    7134.00     -5.4748254      3.9285840
    7135.00     -5.4251350      3.9274570
    7136.00     -5.3771852      3.9263336
    7137.00     -5.3308470      3.9252102
    7138.00     -5.2860969      3.9240868
    7139.00     -5.2429117      3.9229634
    7140.00     -5.2012680      3.9218400
    7141.00     -5.1611286      3.9207204
    7142.00     -5.1224011      3.9196008
    7143.00     -5.0849794      3.9184812
    7144.00     -5.0487571      3.9173616
    7145.00     -5.0136280      3.9162420
    7146.00     -4.9794967      3.9151260
    7147.00     -4.9463108      3.9140100
    7148.00     -4.9140285      3.9128940
    7149.00     -4.8826081      3.9117780
    7150.00     -4.8520080      3.9106620
    7151.00     -4.8221875      3.9095496
    7152.00     -4.7931105      3.9084372
    7153.00     -4.7647416      3.9073248
    7154.00     -4.7370459      3.9062124
    7155.00     -4.7099880      3.9051000
    7156.00     -4.6835349      3.9039916
    7157.00     -4.6576610      3.9028832
    7158.00     -4.6323431      3.9017748
    7159.00     -4.6075575      3.9006664
    7160.00     -4.5832810      3.8995580
    7161.00     -4.5594911      3.8984530
    7162.00     -4.5361695      3.8973480
    7163.00     -4.5132993      3.8962430
    7164.00     -4.4908631      3.8951380
    7165.00     -4.4688440      3.8940330
    7166.00     -4.4472254      3.8929316
    7167.00     -4.4259936      3.8918302
    7168.00     -4.4051355      3.8907288
    7169.00     -4.3846380      3.8896274
    7170.00     -4.3644880      3.8885260
    7171.00     -4.3446730      3.8874284
    7172.00     -4.3251826      3.8863308
    7173.00     -4.3060067      3.8852332
    7174.00     -4.2871355      3.8841356
    7175.00     -4.2685590      3.8830380
    7176.00     -4.2502676      3.8819440
    7177.00     -4.2322528      3.8808500
    7178.00     -4.2145064      3.8797560
    7179.00     -4.1970202      3.8786620
   7180.000      -4.179786       3.877568    
   7185.000      -4.097149       3.872116    
   7190.000      -4.019849       3.866681    
   7195.000      -3.947231       3.861264    
   7200.000      -3.878759       3.855866    
   7205.000      -3.813970       3.850485    
   7210.000      -3.752487       3.845122    
   7300.000      -2.981344       3.751515    
   7400.000      -2.473042       3.653702    
   7500.000      -2.119659       3.561929    
   7600.000      -1.851138       3.475747    
   7700.000      -1.636519       3.394748    
   7800.000      -1.459201       3.318563    
   7900.000      -1.309163       3.246855    
   8000.000      -1.179836       3.179316    
   8100.000      -1.066637       3.115665    
   8200.000     -0.9662024       3.055648    
   8300.000     -0.8759362       2.999027    
   8400.000     -0.7937280       2.945588    
   8500.000     -0.7177295       2.895133    
   8600.000     -0.6461488       2.847481    
   8700.000     -0.5769566       2.802464    
   8800.000     -0.5073217       2.759927    
   8900.000     -0.4321914       2.719724    
   9000.000     -0.3795558       2.670229    
   9100.000     -0.3308405       2.621958    
   9200.000     -0.2856742       2.574870    
   9300.000     -0.2460591       2.529067    
   9400.000     -0.2075828       2.484574    
   9500.000     -0.1717504       2.441259    
   9600.000     -0.1383357       2.399079    
   9700.000     -0.1071374       2.357996    
   9800.000     -7.7975348E-02   2.317969    
   9900.000     -5.0689444E-02   2.278963    
   10000.00     -2.5135085E-02   2.240942    
   10100.00     -1.1827513E-03   2.203874    
   10200.00      2.1284632E-02   2.167727    
   10300.00      4.2373788E-02   2.132468    
   10400.00      6.2180921E-02   2.098070    
   10500.00      8.0794454E-02   2.064503    
   10600.00      9.8294608E-02   2.031741    
   10700.00      0.1147549       1.999758    
   10800.00      0.1302431       1.968529    
   10900.00      0.1448212       1.938030    
   11000.00      0.1585465       1.908239    
   11100.00      0.1714718       1.879132    
   11200.00      0.1836457       1.850690    
   11300.00      0.1951136       1.822892    
   11400.00      0.2059172       1.795717    
   11500.00      0.2160956       1.769148    
   11600.00      0.2256847       1.743166    
   11700.00      0.2347182       1.717755    
   11800.00      0.2432275       1.692896    
   11900.00      0.2512418       1.668574    
   12000.00      0.2587885       1.644774    
   12100.00      0.2658931       1.621480    
   12200.00      0.2725794       1.598678    
   12300.00      0.2788700       1.576354    
   12400.00      0.2847858       1.554494    
   12500.00      0.2903465       1.533087    
   12600.00      0.2955706       1.512118    
   12700.00      0.3004755       1.491577    
   12800.00      0.3050777       1.471451    
   12900.00      0.3093924       1.451729    
   13000.00      0.3134343       1.432400    
   13100.00      0.3172171       1.413455    
   13200.00      0.3207534       1.394882    
   13300.00      0.3238545       1.376672    
   13400.00      0.3269280       1.358817    
   13500.00      0.3297961       1.341307    
   13600.00      0.3323037       1.324133    
   13700.00      0.3347791       1.307287    
   13800.00      0.3370724       1.290759    
   13900.00      0.3391922       1.274541    
   14000.00      0.3411467       1.258626    
   14100.00      0.3429439       1.243005    
   14200.00      0.3445911       1.227673    
   14300.00      0.3472475       1.212587    
   14400.00      0.3486224       1.197764    
   14500.00      0.3498662       1.183208    
   14600.00      0.3509848       1.168913    
   14700.00      0.3519841       1.154873    
   14800.00      0.3528694       1.141080    
   14900.00      0.3536462       1.127531    
   15000.00      0.3543193       1.114218    
   15100.00      0.3548935       1.101136    
   15200.00      0.3553733       1.088281    
   15300.00      0.3557630       1.075646    
   15400.00      0.3560668       1.063227    
   15500.00      0.3562885       1.051018    
   15600.00      0.3564319       1.039016    
   15700.00      0.3565004       1.027215    
   15800.00      0.3564970       1.015611    
   15900.00      0.3556747       1.004201    
   16000.00      0.3555290      0.9929851    
   16100.00      0.3553298      0.9819533    
   16200.00      0.3550719      0.9711016    
   16300.00      0.3547578      0.9604263    
   16400.00      0.3543898      0.9499232    
   16500.00      0.3539705      0.9395887    
   16600.00      0.3535023      0.9294192    
   16700.00      0.3529873      0.9194114    
   16800.00      0.3524278      0.9095618    
   16900.00      0.3518257      0.8998668    
   17000.00      0.3511831      0.8903235    
   17100.00      0.3505019      0.8809285    
   17200.00      0.3497838      0.8716789    
   17300.00      0.3490306      0.8625718    
   17400.00      0.3482440      0.8536040    
   17500.00      0.3474255      0.8447728    
   17600.00      0.3465766      0.8360755    
   17700.00      0.3456989      0.8275093    
   17800.00      0.3447937      0.8190718    
   17900.00      0.3438623      0.8107600    
   18000.00      0.3429061      0.8025717    
   18100.00      0.3419262      0.7945045    
   18200.00      0.3409239      0.7865559    
   18300.00      0.3399003      0.7787237    
   18400.00      0.3388564      0.7710055    
   18500.00      0.3377933      0.7633992    
   18600.00      0.3367120      0.7559025    
   18700.00      0.3356135      0.7485135    
   18800.00      0.3344986      0.7412301    
   18900.00      0.3333683      0.7340502    
   19000.00      0.3322234      0.7269719    
   19100.00      0.3310647      0.7199932    
   19200.00      0.3298929      0.7131124    
   19300.00      0.3287089      0.7063277    
   19400.00      0.3275134      0.6996371    
   19500.00      0.3263070      0.6930390    
   19600.00      0.3250904      0.6865317    
   19700.00      0.3238642      0.6801136    
   19800.00      0.3226290      0.6737831    
   19900.00      0.3213855      0.6675384    
   20000.00      0.3201341      0.6613781    
   20100.00      0.3188755      0.6553007    
   20200.00      0.3176101      0.6493047    
   20300.00      0.3163384      0.6433887    
   20400.00      0.3150609      0.6375512    
   20500.00      0.3137780      0.6317909    
   20600.00      0.3124903      0.6261064    
   20700.00      0.3111981      0.6204963    
   20800.00      0.3099018      0.6149596    
   20900.00      0.3086018      0.6094946    
   21000.00      0.3072984      0.6041004    
   21100.00      0.3059921      0.5987756    
   21200.00      0.3046831      0.5935192    
   21300.00      0.3033719      0.5883300    
   21400.00      0.3020586      0.5832067    
   21500.00      0.3007437      0.5781482    
   21600.00      0.2994273      0.5731536    
   21700.00      0.2981098      0.5682216    
   21800.00      0.2967915      0.5633515    
   21900.00      0.2954725      0.5585420    
   22000.00      0.2941532      0.5537921    
   22100.00      0.2928337      0.5491009    
   22200.00      0.2915142      0.5444675    
   22300.00      0.2901951      0.5398909    
   22400.00      0.2888765      0.5353701    
   22500.00      0.2875585      0.5309043    
   22600.00      0.2862414      0.5264925    
   22700.00      0.2849253      0.5221340    
   22800.00      0.2836105      0.5178279    
   22900.00      0.2822970      0.5135733    
   23000.00      0.2809851      0.5093694    
   23100.00      0.2796748      0.5052155    
   23200.00      0.2783662      0.5011106    
   23300.00      0.2770597      0.4970542    
   23400.00      0.2757551      0.4930453    
   23500.00      0.2744527      0.4890833    
   23600.00      0.2731526      0.4851675    
   23700.00      0.2718549      0.4812971    
   23800.00      0.2705596      0.4774716    
   23900.00      0.2692669      0.4736900    
   24000.00      0.2679769      0.4699518    
   24100.00      0.2666895      0.4662563    
   24200.00      0.2654049      0.4626029    
   24300.00      0.2641232      0.4589911    
   24400.00      0.2628444      0.4554200    
   24500.00      0.2615686      0.4518891    
   24600.00      0.2601728      0.4483981    
   24700.00      0.2589039      0.4449462    
   24800.00      0.2576380      0.4415328    
   24900.00      0.2563753      0.4381573    
